Secuestrados;Patsy Lleymans;Circulo Lectores;;;;;04/01/2010;
Al Pie de la Escalera;Lorrie Moore;Seix Barral;;;;;13/01/2010;
El Palacio de la Luna;Paúl Auster;Anagrama;;;;;13/01/2010;
Paris era Misia;Isabel Margarit;La Esfera;;;;;13/01/2010;
El Vencedor esta Solo;Paulo Coelho;Planeta;;;;;27/01/2010;
El Club de los Viernes;Kate Jacobs;Debolsillo;;;;;27/01/2010;
La Rosa Escondida;Reyes Monforte;Planeta;;;;;27/01/2010;
Lo que Esconde tu Nombre;Clara Sánchez;Destino;;;;;17/02/2010;
Recuerdos de la otra Vida;Mary Higginns Clark;Plaza y Janes;;;;;08/03/2010;
La casa del Propósito Especial;Johon Boyne;Salamandra;;;;;08/03/2010;
El Asedio;Arturo Pérez Reverte;Alfaguara;;;;;08/03/2010;
Venganza en Sevilla;Matilde Asensi;Planeta;;;;;17/03/2010;
Muerto hasta el Anochecer;Charlaine Llaris;RBA;;;;;17/03/2010;
El Beso de Medianoche;Lara Adrian;RBA;;;;;31/03/2010;
Tierra Firme;Matilde Asensi;Booket;;;;;31/03/2010;
La Universal;Toti Martínez de Lecea;Maeva;;;;;31/03/2010;
Platón y un Ornitorrinco entran en un Bar;Thomas Cathcart y Daniel Klein;Planeta;;;;;31/03/2010;
Firmin;Sam Savage;Circulo Lectores;;;;;31/03/2010;
Sakamura Corrales y los Muertos Rientes;Pablo Tusset;Circulo Lectores;;;;;31/03/2010;
Corta fuegos;Henning Mankell;Tusquets;;;;;31/03/2010;
Las Hijas del Frío;Camilla Läckberg;Maeva;;;;;31/03/2010;
Entre Limones;Chris Stewart;Almuzara;;;;;31/03/2010;
Chaman;Noah Gordon;Grupo Zeta;;;;;31/03/2010;
"Una Historia ""Oficialmente imposible""";J.J. Benítez;Planeta;;;;;31/03/2010;
Adashir Rey de Persia;Olalla García;Punto de Lectura;;;;;31/03/2010;
El Bastardo Real;Leandro Alfonso y Ruiz Moragas;La Esfera;;;;;31/03/2010;
Mis Ovnis Favoritos;.J.J. Benítez;Planeta;;;;;31/03/2010;
Así se Hizo la Transición;Victoria Prego;Plaza y Janes;;;;;31/03/2010;
La Botica de la Abuela;Gontzal Mendibil y Txumari Alfaro;RBA;;;;;31/03/2010;
Dama de tréboles;Olivia Ardey;La Esfera;;;;;31/03/2010;
Barrotes de Bambú;Jan Terlouw;Gran Angular;;;;;31/03/2010;
Si te dicen que caí;Juan Marsé;Seix Barral;;;;;31/03/2010;
El Cuaderno Noah;Nicholas Spartks;Letras de Bolsillo;;;;;10/05/2010;
Placeres Reales;Toti Martínez de Leza;Maeva;;;;;10/05/2010;
La voz de Lug;Toti Martínez de Leza;Maeva;;;;;10/05/2010;
Aura, Cumpleaños, Una Familia Lejana;Carlos Fuentes;Alfaguara;;;;;10/05/2010;
Noticia de un Secuestro;Gabriel García Márquez;Mondadori;;;;;26/05/2010;
Centauros;Alberto Vázquez Figueroa;Ediciones Zeta;;;;;26/05/2010;
Los Puentes de Madison;Robert Jamés Waller;Circulo Lectores;;;;;26/04/2010;
La Ciudad de los Prodigios;Eduardo Mendoza;Circulo Lectores;;;;;26/05/2010;Repetido
El Código Cluny;Jean Paúl Le Monde;Debolsillo;;;;;31/05/2010;
Los Restos del Día;Kazuo Ishiguro;Circulo Lectores;;;;;31/05/2010;
El Profeta de los Números;Elsa Shöner;Vía Magna;;;;;31/05/2010;
La Estrategia del Agua;Lorenzo Silva;Destino;;;;;02/06/2010;
El Ojo del Leopardo;Henning Mankell;Tusquets;;;;;02/06/2010;
El Tiempo entre Costuras;María Dueñas;Planeta;;;;;08/06/2010;
El Príncipe;Federico Andahazi;Planeta;;;;;08/06/2010;
La Playa de los Ahogados;Domingo Villar;Siruela;;;;;16/06/2010;
Aquellos Hermosos Días de mi Juventud;Ana Novac;Destino;;;;;16/06/2010;
El Consuelo;Anna Gavaldá;Seix Barral;;;;;16/06/2010;
Muchas Vidas, Muchos Maestros;Brian Weis;Byblos;;;;;16/06/2010;
La Agenda de los Amigos Muertos;Raquel Heredia;Circulo Lectores;;;;;16/06/2010;
Cautiva en Arabia;Cristina Morato;Circulo Lectores;;;;;05/07/2010;
Ojos de Agua;Domingo Villar;Siruela;;;;;05/07/2010;
Las Torres de Larrañaga;Toti Martínez de Leza;Debolsillo;;;;;06/07/2010;
Señor de la Guerra;Toti Martínez de Leza;Debolsillo;;;;;06/07/2010;
La Hija de Robert Poste;Stella Gibbons;Impedimenta;;;;;06/07/2010;
Los Hijos de Ogaiz;Toti Martínez de Leza;Maeva;;;;;26/07/2010;
Los Ojos Amarillos de los Cocodrilos;Khaterine Pancol;La Esfera;;;;;01/09/2010;
Tengo Ganas de Ti;Federico Moccia;Booket;;;;;01/09/2010;
Contra el Viento del Norte;Daniel Glattauer;Alfaguara;;;;;01/09/2010;
Amor y Muerte en Florencia;Sarant Dunant;Circulo Lectores;;;;;01/09/2010;
La Encantadora de Florencia;Salman Rushdie;Circulo Lectores;;;;;01/09/2010;
Lo Que le Falta al Tiempo;Ángela Becerra;Booket;;;;;01/09/2010;
El Discípulo de Rembrandt;Alexandra Guggenheim;Punto de Lectura;;;;;01/09/2010;
Túneles   I;Doderiek Gordon y Brian Willians;Puck;;;;;01/09/2010;
Profundidades  II;Doderiek Gordon y Brian Willians;Puck;;;;;01/09/2010;
Caída Libre III;Doderiek Gordon y Brian Willians;Puck;;;;;01/09/2010;
Estambul- Ciudad y Recuerdos;Oran Pamuk;Debolsillo;;;;;01/09/2010;
Los Grafitis de Mama;Toti Martínez de Leza;Maeva;;;;;01/09/2010;
Safari en Boston;Sarah Mlnowski;Red;;;;;01/09/2010;
Vendidas;Zana Muhsen;Circulo Lectores;;;;;01/09/2010;
El Sari Rojo;Javier Moro;Booket;;;;;15/09/2010;
Inés y la Alegría;Almudena Grandes;Tusquets;;;;;15/09/2010;
Bailando en la Oscuridad;Maureen Lee;Embolsillo;;;;;15/09/2010;
Criadas y Señoras;Kathryn Stockett;Circulo Lectores;;;;;15/09/2010;
El Club de los Viernes se Reúne de Nuevo;Kate Jacobs;Embolsillo;;;;;15/09/2010;
Quinta Avenida;Candace Bushnell;Booket;;;;;15/09/2010;
Perdona si te Llamo Amor;Federico Moccia;Booket;;;;;11/10/2010;
La Máquina de Volar;Azhar Abibi;Suma;;;;;11/10/2010;
La esposa del Dios de los Fuegos;Amy Tan;Circulo Lectores;;;;;11/10/2010;
Los Bosques de Wihitehorn;Maeve Bichy;Suma;;;;;11/10/2010;
Manolito Tiene un Secreto;Elvira Lindo;Alfaguara;;;;;13/10/2010;
Las Hojas que Caen;Adeline Yen Mah;Punto de Lectura;;;;;13/10/2010;Repetido
¡ Salvemos a la Ballena Blanca!;Gerónimo Stilton;Destino;;;;;18/10/2010;
La Momia sin nombre;Gerónimo Stilton;Destino;;;;;18/10/2010;
La Cadena Rota;Toti Martínez de Leza;Embolsillo;;;;;18/10/2010;
Contra el Viento;Ángeles Caso;Booket;;;;;18/10/2010;
La Cena;Herman Koch;Salamandra;;;;;25/10/2010;
Lo que me Queda por vivir;Elvira Lindo;Seix Barral;;;;;25/10/2010;
La Alargada Sombra del Amor;Mathias Malzieu;Almondadori;;;;;17/11/2010;
La Caída de los Gigantes;Ken Follet;Circulo Lectores;;;;;17/11/2010;
Los 36 hombres Justos;Sam Bourne;Mondadori;;;;;17/11/2010;
Quidditch a través de los tiempos;Kennilworthy Whisp;Salamandra;;;;;17/11/2010;
Animales fantásticos y donde Encontrarlos;Newit Scamander;Salamandra;;;;;17/11/2010;
El faro del fin del Mundo;Julio Verne;Planeta;;;;;17/11/2010;
Un Móvil para 2 Historias de Amor X Teléfono;Kathryn Lamb;Montena;;;;;17/11/2010;
Sueños del Milenio;Anne Fiënberg;Ediciones SM;;;;;17/11/2010;
Planeta Champú;Douglas Coupland;Ediciones B;;;;;17/11/2010;
Cada Siete Olas;Daniel Glattauer;Alfaguara;;;;;15/12/2010;
El Cementerio de Praga;Umberto eco;Lumen;;;;;20/12/2010;
Cuentos Maravillosos del Mundo Entero;James Riordan;Circulo Lectores;;;;;20/12/2010;
Se lo que estas pensando;John Verdon;Editorial Roca;;;;;20/12/2010;
Riña de Gatos;Eduardo Mendoza;Planeta;;;;;20/12/2010;
Quinto Viaje al Reino de la Fantasía;Gerónimo Stilton;Circulo Lectores;;;;;20/12/2010;
Mi Extraña Amiga Katalina;Mila Beldarrain;Ttartalo;;;;;20/12/2010;
El Árbol de los Jenizaros;Jason Goodwin;Seix Barral;;;;;07/02/2011;
Un Baile en Nairobi;Nicholas Drayson;Espasa;;;;;07/02/2011;
El Tiempo Mientrastanto;Carmen Amoraga;Planeta;;;;;07/02/2011;
Tuya;Claudia Piñeiro;Alfaguara;;;;;09/02/2011;
El Caballero de Alcántara;Jesús Sánchez Adalid;Zeta Maxi;;;;;09/02/2011;
El Sueño del Celta;Mario Vargas Llosa;Alfaguara;;;;;09/02/2011;Premio Novel
El Secreto de la Casa Blanca;Pilar Urbano;Circulo Lectores;;;;;09/02/2011;
La Respuesta: Área 51;Robert Doherty;Vía Magna;;;;;09/02/2011;
El Bufón;Christopher Modre;Ediciones B;;;;;09/02/2011;
Sangre Derramada;Äsa Larsson;Booket;;;;;21/03/2011;
El Hipnotista;Lars Kepler;Booket;;;;;21/03/2011;
El Vals Lento de las Tortugas;Katherine Pancol;La Esfera de los Libros;;;;;21/03/2011;
El rey de la Ciudad Púrpura;Rebecca Gablé;Embolsillo;;;;;21/03/2011;
Una Esposa de Fiar;Robert Goolrick;Salamandra;;;;;06/04/2011;
Y Decirte Alguna Estupidez, por ejemplo te quiero;Martín Casariego;Anaya;;;;;06/04/2011;
Nunca me Abandones;Kazuo Ishiguro;Anagrama;;;;;06/04/2011;
El Círculo de los Escribas;Romain Sardou;Debolsillo;;;;;06/04/2011;
La Cena Secreta;Javier Sierra;Booket;;;;;13/04/2011;
La Verdad sobre el caso Savolta;Eduardo Mendoza;Booket;;;;;13/04/2011;
La Casa de los Amores Imposibles;Cristina López Barrio;Plaza y Janes;;;;;13/04/2011;
El Ángel Perdido;Javier Sierra;Circulo Lectores;;;;;13/04/2011;
La Memoria del Agua;Teresa Viejo;Ediciones MR;;;;;30/05/2011;
El Cuaderno de Maya;Isabel Allende;Plaza y Janes;;;;;13/06/2011;
Dime Quien Soy;Julia Navarro;Plaza y Janes;;;;;13/06/2011;
Una Fortuna Peligrosa;Ken Follet;Grijalbo Mondadori;;;;;13/06/2011;
La Escriba;Antonio Garrido;Zeta Maxi;;;;;13/06/2011;
La Herejía Azteca;Paúl Christopher;Vía Magna;;;;;13/06/2011;
El Alquimista Holandés;Isabel Abenia;La Esfera de los libros;;;;;13/06/2011;
Ladrones de Tinta;Alfonso Mateo-Sagasta;Ediciones B;;;;;13/06/2011;
Una casa en Irlanda;Maeve Binchy;Emecé;;;;;13/06/2011;
La Estrella de Babilonia;Bárbara Wood;Grijalbo;;;;;13/06/2011;
Divas Rebeldes;Cristina Morato;Circulo Lectores;;;;;13/07/2011;
Mar de Fuego;Chufo Llorens;Grijalbo;;;;;20/07/2011;
Prada y Prejuicio;Mandy Hubbard;Laberinto;;;;;20/07/2011;
La Sanguijuela de mi Niña;Christopher Moore;Debolsillo;;;;;20/07/2011;
El Verano de los Juguetes Rotos;Toni Hill;Debolsillo;;;;;07/09/2011;
El Jardín olvidado;Katte Morton;Suma;;;;;09/09/2011;
El Poder de los Cristales;Helena Galiana;CEAC Tiempo Libre;;;;;09/09/2011;
Las Cosas que no nos Dijimos;Marc Levy;Booket;;;;;14/09/2011;
Purga;Sofi Oksanen;Salamandra;;;;;14/09/2011;
Metamorfosis del Cielo;Matías Malzien;Mondadori;;;;;02/10/2011;
El Síndrome de Albatros;Gonzalo Suárez;Seix Barral;;;;;07/10/2011;
Si tú me dices ven lo dejo todo, pero dime ven;Albert Espinosa;Grijalbo;;;;;17/10/2011;
Signatura 400;Sophie Drivy;Blackie Books;;;;;17/10/2011;
Los sinsabores del verdadero Policía;Roberto Bolaño;Circulo Lectores;;;;;17/10/2011;
El Amor es una isla;Claudie Gallay;Duomo Editorial;;;;;21/10/2011;
Fantasías Escondidas;Jina Bacarr;JJQN;;;;;21/10/2011;
Las Ardillas de central Park están tristes;Katherine Pancol;La Esfera de los Libros;;;;;05/12/2011;
El Prisionero del Cielo;Carlos Ruiz Zafón;Planeta;;;;;05/12/2011;
El Vasco que no comía demasiado;Óscar Terol;Prisa Ediciones;;;;;05/12/2011;
Sexto Viaje al Reino de la Fantasía;Gerónimo Stilton;Circulo Lectores;;;;;05/12/2011;
1Q84;Haruki Murakami;Circulo Lectores;;;;;05/12/2011;Libros 1 y 2
1Q84;Haruki Murakami;Circulo Lectores;;;;;05/12/2011;Libro 3
Las Vírgenes del Paraíso;Bárbara Wood;;;;;;;Donación
El Santuario;I. Biggi;Circulo Lectores;;;;;05/12/2011;
La Maldición del Camino de Santiago;Ulrike Schwikert;Circulo Lectores;;;;;05/12/2011;
La Maldición de Thot;Michael Peinkofer;Circulo Lectores;;;;;05/12/2011;
El Perfume de Bergamota;Gastón Morata;Circulo Lectores;;;;;05/12/2011;
El Pabellón de las Peonías;Lisa See;Salamandra;;;;;28/12/2011;
La Esclava;Anouar Benmalek;Debolsillo;;;;;28/12/2011;
El Secreto de los Assassini;Mario Escobar;Debolsillo;;;;;28/12/2011;
País Inventado;Isabel Allende;Debolsillo;;;;;28/12/2011;
Orígenes;Amin Maaloue;Alianza Editorial;;;;;28/12/2011;
El Oscuro Espejo de los días Felices;Karleen Koen;Circulo Lectores;;;;;28/12/2011;
Esta Niña debe Vivir;Helene Holzman;Circulo Lectores;;;;;28/12/2011;
El Juego Matrimonial;Jane Feather;Bolsillo;;;;;28/12/2011;
La Mujer de Verde;Arnaldur Indriðason;Serie Negra;;;;;28/12/2011;
El Médico de Toledo;Matt Cohen;Embolsillo;;;;;28/12/2011;
El Clan del Oso Cavernario;Jean M. Auel;Embolsillo;;;;;18/01/2012;
El Valle de los Caballos;Jean M. Auel;Embolsillo;;;;;18/01/2012;
Los Cazadores de Mamut;Jean M. Auel;Embolsillo;;;;;18/01/2012;
Burlando a la Parca;Josh Bazell;Circulo Lectores;;;;;18/01/2012;
Chowringhee;Mani Sankar;Seix Barral;;;;;18/01/2012;
Peregrino de la Herejía;Tracy Saunders;Bóveda;;;;;18/01/2012;
Gente Tóxica;Bernardo Stamateas;Circulo Lectores;;;;;18/01/2012;
Done Nadie te Encuentre;Alicia Giménez Bartlett;Booket;;;;;29/02/2012;
La Última Tribu;Elietle Abécassis;Ediciones B;;;;;29/02/2012;
Siempre Tuyo;Daniel Glattauer;Afagüara;;;;;29/02/2012;
La Brisca del Cinco;Marco Malvadi;Destino;;;;;29/02/2012;
Los Juegos del Hambre;Suzanne Collins;Molino;;;;;01/03/2012;Primer Libro
En Llamas;Suzanne Colins;Molino;;;;;01/03/2012;Segundo Libro
Los Confines;Andrós Trapiello;Circulo Lectores;;;;;01/03/2012;
El Reino Perdido;Gerónimo Stilton;Circulo Lectores;;;;;01/03/2012;
El Oro y la Ceniza;Eliette Abécassis;Zeta;;;;;01/03/2012;
Viaje al Optimismo;Eduardo Punser;Circulo Lectores;;;;;01/03/2012;
¡ Muérdeme !;Christopher Hoore;La Factoría de Ideas;;;;;01/04/2012;
Lo que sé de los Vampiros;Francisco Casavella;Circulo Lectores;;;;;01/04/2012;
Sinsajo;Suzanne Collins;Molino;;;;;01/04/2012;Tercer Libro
Entra en mi Vida;Clara Sánchez;Destino;;;;;01/04/2012;
Sé que Volverás;Mary Higgins Clark;Plaza y Janes;;;;;01/05/2012;
El Abuelo que Salto por la Ventana y se largo;Jonas Jonasson;Salamandra;;;;;01/05/2012;
Hacia el Corazón del Nilo;Pat Shipman;Ediciones B;;;;;01/05/2012;
Tengo ganas de ti;Federico Moccia;Booket;;;;;01/05/2012;
El Lector de Julio Verne;Almudena Grandes;Circulo Lectores;;;;;01/06/2012;
La Sombra y la Estrella;Laura Kinsale;Plaza y Janes;;;;;01/06/2012;
El Viaje a la Felicidad;Eduardo Punset;Debolsillo;;;;;01/06/2012;
El Abanico de Seda;Lisa See;Altaya;;;;;01/06/2012;
Betibú;Claudia Piñeiro;Alfagüara;;;;;01/06/2012;
El Secreto Peregrino;Peter Harris;Debolsillo;;;;;01/06/2012;
Invitación a un Asesinato;Carmen Posadas;Planeta;;;;;01/06/2012;
Palmeras en la Nieve;Luz Gabas;Circulo Lectores;;;;;01/06/2012;
El Secreto de la Bolsa y la Vida;Eduardo Mendoza;Seix Barral;;;;;01/06/2012;
Nadie es mas que Nadie;Miguel Ángel Revilla;Espasa;;;;;01/06/2012;
Te daré la Tierra;Chufo Llorens;Debolsillo;;;;;01/06/2012;
Jesús me Quiere;David Safier;Seix Barral;;;;;01/07/2012;
Yo, Tú me …contigo;David Safier;Seix Barral;;;;;01/07/2012;
La casa de Riverton;Kate Morton;Punto de Lectura;;;;;01/07/2012;
No Abras los Ojos;John Verdon;Rocabolsillo;;;;;01/07/2012;
El Azul de la Virgen;Tracy Chevalier;Alfagüara;;;;;01/07/2012;
La Herbolera;Toti Martínez de Leza;Ttarttalo;;;;;01/07/2012;
Peregrinato;Matilde Asensi;Booket;;;;;01/07/2012;
La Muerte Llega a Pemberley;P.D. James;Bruguera;;;;;01/07/2012;
Tatiana y Alexander;Paulina Simons;El Anden;;;;;01/08/2012;
Espía de Dios;Juan Gómez-Jurado;Rocabolsillo;;;;;01/08/2012;
Diana, en Busca del Amor;Andrew Morton;Planeta;;;;;01/08/2012;
La Leyenda del Dragón;Juan Gómez-Jurado;Planeta;;;;;01/09/2012;
Asedio al Corazón;Pilar Cabero;Circulo Lectores;;;;;01/10/2011;
El Médico de Ifni;Javier Pérez Reverte;Areté;;;;;01/10/2012;
Los Buenos Suicidas;Toni Hill;Debolsillo;;;;;01/10/2012;
La Vida Imaginaria;Mara Torres;Planeta;;;;;01/10/2012;
La Marca del Meridiano;Lorenzo Silva;Planeta;;;;;01/12/2012;
El Lenguaje de las Flores;Vanessa Diffenbaugh;Salamandra;;;;;01/12/2012;
La Sonrisa de las Mujeres;Nicolás Barreau;Circulo Lectores;;;;;01/12/2012;
Misión Olvido;María Dueñas;Circulo Lectores;;;;;01/12/2012;
Una Vacante Imprevista;J.K. Rowling;Salamandra;;;;;19/12/2012;
El Veto;Itziar Sistiaga;Circulo Rojo;;;;;19/12/2012;Firmado por la Autora
Cincuenta Sombras de Grey;E.L. James;Circulo Lectores;;;;;19/12/2012;
Cincuenta Sombras mas Ocultas;E.L. James;Circulo Lectores;;;;;19/12/2012;
Los Refugios de Piedra;Jean M. Auel;Embolsillo;;;;;19/12/2012;
Alegres y en Compañía;Alexander Mccall Smith;Suma;;;;;11/02/2013;
Cuando la Oscuridad se Cierne;Peter Blaumer;La Factoría;;;;;11/02/2013;
La Conjura de Cortés;Matilde Asensi;Planeta;;;;;11/02/2013;
La Pesca del Salmón en Yemen;Paúl Torday;Letra de Bolsillo;;;;;27/02/2013;
Mi Lucha Contra el Parkinson;Antonio Sánchez Escudero;;;;;;01/03/2013;Donación del Autor
Los Enamoramientos;Javier Marías;Alfagüara;;;;;01/03/2013;
Estaba en el Aire;Sergio Vila Sanjuán;Destino;;;;;01/03/2013;
La Reina Descalza;Ildefonso Falcones;Grijalbo;;;;;01/03/2013;
El Guardián Pasajero;Dolores Redondo;Destino;;;;;01/03/2013;
El Hombre que Hablaba de Cádiz;Alfredo Bryce Echenique;Plaza y Janes;;;;;01/03/2013;Donación
El Alma de las Piedras;Paloma Sánchez Garnica;Circulo Lectores;;;;;01/03/2013;Donación
Placeres;Fonnnie Barbach;Circulo Lectores;;;;;01/03/2013;Donación
El Bufón y la Reina;Nicole Galland;Booket;;;;;01/03/2013;Donación
Diario de un Abuelo de Verano;Rosa Regas;Circulo Lectores;;;;;01/03/2013;Donación
La Tierra de Dios;Claudia Casanova;Planeta;;;;;01/03/2013;Donación
Brooklyn Follies;Paúl Auster;Alfagüara;;;;;01/03/2013;Donación
La Estrategia del Buzón;Serge Lentz;Vergara;;;;;01/03/2013;Donación
La Hebra;Aliske Webb;Ediciones B;;;;;01/03/2013;Donación
Cuentos para Pensar;Jorge Bukay;R.B.A.;;;;;01/03/2013;Donación
Anima;John Barnton;Circulo Lectores;;;;;01/03/2013;Donación
Un Día Mas;Mitch Albóon;Maeva;;;;;01/03/2013;Donación
Hasta el Cielo;Joan Brady;Ediciones Zeta;;;;;01/03/2013;Donación
Donde acaba el Río;Charles Martín;Viceversa;;;;;01/03/2013;Donación
Los Monstruos de Santa Elena;Brooks Hansen;Verticales de  Bolsillo;;;;;01/04/2013;Donación
La Isla del Paraíso;Victoria Holt;Circulo Lectores;;;;;01/04/2013;Donación
La Tierra de las Cuevas Pitadas;Jean M. Auel;Embolsillo;;;;;01/04/2013;
Zapatos Italianos;Henning Mankell;Tusquest;;;;;01/04/2013;
Confieso;Ramón Cerdá;Narrativa;;;;;01/04/2013;Donación
Nadie Quiere Saber;Alicia Giménez Bartlett;Destino;;;;;01/04/2013;
Una Reina en el Estrado;Hilary Mantel;Destino;;;;;01/04/2013;
Las Ventajas de ser Marginado;Stephen Chbosky;Alfagüara;;;;;01/04/2013;
Llama a la Comadrona;Jennifer Worth;Lumen;;;;;01/05/2013;Donación
La Quinta Mujer;Henning Mankell;Tusquest;;;;;01/05/2013;Donación
Tirante Blanco;Joanot Martorell;Alfagüara;;;;;01/05/2013;Donación
S.E.C.R.E.T;l. Marie Adeline;Planeta;;;;;01/06/2013;
El Séptimo Velo;Juan Manuel de Prada;Seix Barral;;;;;01/06/2013;Donación
Adulterio para Principiantes;Sarah Dunkan;Plaza y Janes;;;;;01/06/2013;Donación
La Cuarta Sultana;Debbie Taylor;Grijalbo;;;;;01/06/2013;Donación
Estoy Viva - Las Memorias inéditas-;Olga Nicolaievna;Martínez Roca;;;;;01/06/2013;Donación
Assur;Francisco Narlas;T.H. Planeta;;;;;01/06/2013;Donación
El Desconocido;Robert Crais;Ediciones B;;;;;01/06/2013;Donación
Orgullo de Casta;Marsha Canhan;Titania;;;;;01/06/2013;Donación
Serpientes en el Paraíso;Alicia Giménez Barllett;Booket;;;;;01/03/2013;Donación
Resplandor Secreto;Sandra Brown;Top Novel;;;;;01/06/2013;Donación
Esencia de Peligro;Andrea Kane;Titania;;;;;01/06/2013;Donación
La Cruz Invertida;Marcos Aquinis;Planeta;;;;;01/06/2013;Donación
El Jardín de Bronce;Gustavo Malajovich;Raidón;;;;;01/06/2013;Repetido
El Jardín de las Mujeres;Aminatta Forna;Alfagüara;;;;;01/07/2013;Donación
La Costurera;Frances de Pontes Peebles;Suma;;;;;01/07/2013;Donación
Reír al viento;Sandra Barneda;Suma;;;;;01/08/2013;
El Invierno del Mundo;Ken Follet;Debolsillo;;;;;01/08/2013;
La Falsa Pista;Henning Mankell;Tusquest;;;;;01/08/2013;Donación
Cartas Cruzadas;Markus Zusak;Lumen;;;;;01/08/2013;Donación
Adiós, Princesa;David Rocasolano;Foca;;;;;01/08/2013;
Las Viñas de Napa Valley;Nora Roberts;Plaza y Janes;;;;;01/08/2013;Donación
Meditaciones en el Desierto;Gaziel  (Agustí Calvet);Destino;;;;;01/08/2013;Donación
Los Hermanos Oppermann;Lion Feuchtwange;Alianza editorial;;;;;01/08/2013;Donación
El Callejón de los Milagros;Naguib Mahfuz;Alcor;;;;;01/08/2013;Donación
La Historia Secreta del Día D;Ben Macintyre;Critica;;;;;01/08/2013;
La Alhambra de Salomón;José Luís Serrano;Roca Editorial;;;;;01/09/2013;
Un Día es un Día;Margaret Atwood;Lumen;;;;;01/09/2013;
Pídeme lo que Quieras;Megan Maxwell;Esencia;;;;;01/09/2013;
Dispara, yo ya estoy muerto;Julia Navarro;Circulo Lectores;;;;;01/09/2013;
"Memorias de Idhún     La Resisten;;;;;;;;
Memorias de Idhún;;;;;;;;
La Resistencia   La Resistencia";Laura Gallego García;S.M.;;;;;01/09/2013;Donación
Memorias de Idhún     Triada;Laura Gallego García;S.M.;;;;;01/09/2013;Donación
Memorias de Idhún     Panteón;Laura Gallego García;S.M.;;;;;01/09/2013;Donación
Lecciones de Seducción;Enma Wildes;Plaza y Janes;;;;;01/09/2013;Donación
La Palabra de Fuego;Frederic Lenoir;Debolsillo;;;;;01/09/2013;Donación
La Amante;Amanda Quick;R.B.A.;;;;;01/09/2013;Donación
El Hijo del Acordeonista;Bernardo Atxaga;Alfagüara;;;;;01/10/2013;
La Vida iba en Serio;Jorge Javier Vázquez;Planeta;;;;;01/10/2013;Donación Repetido
En el Nombre del Cardo;Pablo Tusset;Destino;;;;;01/10/2013;Donación
Black Blue;Ian Rankin;Bolsillo;;;;;01/10/2013;Donación  Repetido
El Club de las Madres Cabreadas;Mink Elliot;Debolsillo;;;;;01/10/2013;Donación
La Otra Bella Durmiente;Phillip Margolin;Debolsillo;;;;;01/10/2013;Donación
Nacer Mujer en China;Xinran Xure;Booket;;;;;01/10/2013;Donación
El Maestro del Prado;Javier Sierra;Planeta;;;;;01/10/2013;Donación
El Cielo ha Vuelto;Clara Sánchez;Planeta;;;;;01/11/2013;Premio Planeta
El Buen Hijo;Ángeles González Sinde;Planeta;;;;;01/11/2013;Finalista
Los Milagros del Prato;Laurie Lico Albanese, Laura Morowitz;Ediciones B;;;;;01/11/2013;Donación
Pídeme lo que quieras ahora y siempre;Megan Maxwell;Esencia Planeta;;;;;01/11/2013;
Pídeme lo que quiera o déjame;Megan Maxwell;Esencia Planeta;;;;;01/11/2013;
Un Reino Lejano;Isabel San Sebastian;Plaza y Janes;;;;;01/11/2013;Donación
Donde se Alzan los Trons;Ángeles Caso;Circulo Lectores;;;;;01/11/2013;
Los caracoles no saben que son caracoles;Nuria Roca;Espasa;;;;;01/12/2013;Donación
Sorpréndeme;Megan Maxwell;Esencia Planeta;;;;;01/12/2013;
Mi Vida Querida;Alicia Munro;Lumen;;;;;01/12/2013;
El Libro de los Portales;Laura Gallego;Minotauro;;;;;01/12/2013;Donación
El Alma de la Ciudad;Jesús Sánchez Adalid;Booket;;;;;01/12/2013;Donación
El Hotel de las Rocas;Verónica Henry;Plaza y Janes;;;;;01/01/2014;Donación
La Biblioteca de los Muertos;Glenn Cooper;Debolsillo;;;;;01/01/2014;Donación
El Silencio de las Viñas;Gisela Pou;Planeta;;;;;01/01/2014;Donación
Luisa y los Espejos;Marta Robles;Planeta;;;;;01/01/2014;
El Último Merovingio;Jim Hougan;Circulo Lectores;;;;;01/02/2014;Donación
La Lista de mis Deseos;Grégori Adacourt;Circulo Lectores;;;;;01/02/2014;
Asuntos del Corazón;Charlotte Vale Allen;Vergara;;;;;01/02/2014;Donación
Legado en los Huesos;Dolores Redondo;Destino;;;;;01/02/2014;Donación
El Juego de Ender;Orson Scott Card;Ediciones B;;;;;01/02/2014;Donación
Intemperie;Jesús Carrasco;Circulo Lectores;;;;;01/02/2014;Donación
El Paciente;Juan Gómez-Jurado;Planeta;;;;;01/02/2014;
Franco Confidencial;Pilar Eyre;Circulo Lectores;;;;;01/02/2014;Donación
Italisa;Toti Martínez de Leza;Erein;;;;;01/02/2014;
La Joya de mi Deseo;Nuria Llop;Circulo Lectores;;;;;01/02/2014;Donación
El Testigo Invisible;Carmen Posadas;Circulo Lectores;;;;;01/02/2014;Donación
El Francotirador Paciente;Arturo Pérez Reverte;Circulo Lectores;;;;;01/02/2014;
Las Tres Bodas de Manolita;Almudena Grandes;Tusquest;;;;;01/03/2014;
Temor a la Verdad;Mary Higgins Clark;Plaza y Janes;;;;;01/03/2014;
La Noche Soñada;Máxin Huerta;Espasa;;;;;01/04/2014;
Suicidio Perfecto;Petros Márkaris;Tusquest;;;;;01/04/2014;
